Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
docapp-free-gift-free-pink-mousse-mini-beanbag,Pink Mousse Mini Beanbag,"<p><meta charset=""utf-8"">A charming miniature version of our beloved beanbag chair—perfect for dolls, plushies, or as a keepsake. Crafted with the same attention to detail and soft materials as our full-size pieces, it's a delightful addition to any playroom or nursery shelf.</p>",Wigiwama,Gift,"__hidden, add-on, bonsai_excluded, Exclude From Back In Stock, exclude_rebuy, exclude_recommendations, exclude_review, gift, hidden, Hidden recommendation, Hide, judgeme_excluded, NO, nocart, not-on-sale, SEARCHANISE_IGNORE, spo-default, spo-disabled",TRUE,Title,Default Title,,,,,W599991,95,,0,deny,manual,0.00,39.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Mini_Beanbag_chair_pink_mousse.webp?v=1750060678,1,FALSE,,,,,,,,,,,,,,,,,,,
brown-sugar-beanbag-chair-and-ottoman-set,Brown Sugar Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"brown sugar, bundle, corduroy, original beanbag, seating, square ottoman",TRUE,Title,Default Title,,,,,W599397,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Corduroy_brown.webp?v=1749130701,1,FALSE,,,,,,,,,,,,,,,,,,,
pink-mousse-beanbag-chair-and-ottoman-set,Pink Mousse Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, corduroy, original beanbag, pink mousse, seating, square ottoman",TRUE,Title,Default Title,,,,,W599434,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Corduroy_pink.webp?v=1749130582,1,FALSE,,,,,,,,,,,,,,,,,,,
toffee-beanbag-chair-and-ottoman-set,Toffee Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, corduroy, original beanbag, seating, square ottoman, toffee",TRUE,Title,Default Title,,,,,W599380,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Corduroy_toffee.webp?v=1749130452,1,FALSE,,,,,,,,,,,,,,,,,,,
blueberry-blue-beanbag-chair-and-ottoman-set,Blueberry Blue Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"blueberry blue, bundle, corduroy, original beanbag, seating, square ottoman",TRUE,Title,Default Title,,,,,W599403,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Corduroy_bluberry.webp?v=1749130299,1,FALSE,,,,,,,,,,,,,,,,,,,
peppermint-green-beanbag-chair-and-ottoman-set,Peppermint Green Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, corduroy, original beanbag, peppermint green, seating, square ottoman",TRUE,Title,Default Title,,,,,W599410,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Corduroy_mint.webp?v=1749130163,1,FALSE,,,,,,,,,,,,,,,,,,,
marshmallow-beanbag-chair-and-ottoman-set,Marshmallow Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, corduroy, marshmallow, original beanbag, seating, square ottoman",TRUE,Title,Default Title,,,,,W599427,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Corduroy_marshmallow.webp?v=1749130034,1,FALSE,,,,,,,,,,,,,,,,,,,
biscuit-beanbag-chair-and-ottoman-set,Biscuit Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"biscuit, bundle, original beanbag, seating, square ottoman, teddy",TRUE,Title,Default Title,,,,,W599335,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Teddy_biscuit.webp?v=1749129864,1,FALSE,,,,,,,,,,,,,,,,,,,
cream-white-beanbag-chair-and-ottoman-set,Cream White Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, cream white, original beanbag, seating, square ottoman, teddy",TRUE,Title,Default Title,,,,,W599342,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Teddy_cream.webp?v=1749129735,1,FALSE,,,,,,,,,,,,,,,,,,,
matcha-beanbag-chair-and-ottoman-set,Matcha Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, matcha, original beanbag, seating, square ottoman, teddy",TRUE,Title,Default Title,,,,,W599366,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Teddy_matcha.webp?v=1749129232,1,FALSE,,,,,,,,,,,,,,,,,,,
maple-beanbag-chair-and-ottoman-set,Maple Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, maple, original beanbag, seating, square ottoman, teddy",TRUE,Title,Default Title,,,,,W599359,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Teddy_maple.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
guava-pink-beanbag-chair-and-ottoman-set,Guava Pink Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, guava, original beanbag, seating, square ottoman, teddy",TRUE,Title,Default Title,,,,,W599373,8000,,0,deny,manual,298.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Teddy_guava.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
biscuit-bear-beanbag-and-ottoman-set,Biscuit Bear Beanbag and Ottoman Set,"<p>Add charm and comfort to your child’s room with the Wigiwama Bear Beanbag Chair and Ottoman Set. This irresistible kids' chair set pairs the cuddly Bear Beanbag—complete with soft ears—with a matching ottoman for a perfect balance of playfulness and practicality.</p>
<p>Made from OEKO-TEX® certified teddy fabric, the kids beanbag offers a cozy, supportive seat for reading, relaxing, or daydreaming. The ottoman doubles as a footrest, seat, or play surface—easy to move and endlessly versatile.</p>
<p>Handmade in the EU with high-quality materials, this set brings warmth, comfort, and a touch of magic to any bedroom or playroom. A timeless addition to your children’s furniture collection.</p>",Wigiwama,Beanbag Chair,"bear beanbag, biscuit, bundle, seating, teddy",TRUE,Title,Default Title,,,,,W599502,7000,,0,deny,manual,250.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Bear_biscuit.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
cream-white-bear-beanbag-and-ottoman-set,Cream White Bear Beanbag and Ottoman Set,"<p>Add charm and comfort to your child’s room with the Wigiwama Bear Beanbag Chair and Ottoman Set. This irresistible kids' chair set pairs the cuddly Bear Beanbag—complete with soft ears—with a matching ottoman for a perfect balance of playfulness and practicality.</p>
<p>Made from OEKO-TEX® certified teddy fabric, the kids beanbag offers a cozy, supportive seat for reading, relaxing, or daydreaming. The ottoman doubles as a footrest, seat, or play surface—easy to move and endlessly versatile.</p>
<p>Handmade in the EU with high-quality materials, this set brings warmth, comfort, and a touch of magic to any bedroom or playroom. A timeless addition to your children’s furniture collection.</p>",Wigiwama,Beanbag Chair,"bear beanbag, bundle, cream white, seating, teddy",TRUE,Title,Default Title,,,,,W599519,7000,,0,deny,manual,250.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Bear_cream.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
maple-bear-beanbag-and-ottoman-set,Maple Bear Beanbag and Ottoman Set,"<p>Add charm and comfort to your child’s room with the Wigiwama Bear Beanbag Chair and Ottoman Set. This irresistible kids' chair set pairs the cuddly Bear Beanbag—complete with soft ears—with a matching ottoman for a perfect balance of playfulness and practicality.</p>
<p>Made from OEKO-TEX® certified teddy fabric, the kids beanbag offers a cozy, supportive seat for reading, relaxing, or daydreaming. The ottoman doubles as a footrest, seat, or play surface—easy to move and endlessly versatile.</p>
<p>Handmade in the EU with high-quality materials, this set brings warmth, comfort, and a touch of magic to any bedroom or playroom. A timeless addition to your children’s furniture collection.</p>",Wigiwama,Beanbag Chair,"bear beanbag, bundle, maple, seating, teddy",TRUE,Title,Default Title,,,,,W599526,7000,,0,deny,manual,250.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Bear_maple.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
matcha-bear-beanbag-and-ottoman-set,Matcha Bear Beanbag and Ottoman Set,"<p>Add charm and comfort to your child’s room with the Wigiwama Bear Beanbag Chair and Ottoman Set. This irresistible kids' chair set pairs the cuddly Bear Beanbag—complete with soft ears—with a matching ottoman for a perfect balance of playfulness and practicality.</p>
<p>Made from OEKO-TEX® certified teddy fabric, the kids beanbag offers a cozy, supportive seat for reading, relaxing, or daydreaming. The ottoman doubles as a footrest, seat, or play surface—easy to move and endlessly versatile.</p>
<p>Handmade in the EU with high-quality materials, this set brings warmth, comfort, and a touch of magic to any bedroom or playroom. A timeless addition to your children’s furniture collection.</p>",Wigiwama,Beanbag Chair,"bear beanbag, bundle, matcha, seating, teddy",TRUE,Title,Default Title,,,,,W599533,7000,,0,deny,manual,250.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Bear_matcha.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
guava-bear-beanbag-and-ottoman-set,Guava Bear Beanbag and Ottoman Set,"<p>Add charm and comfort to your child’s room with the Wigiwama Bear Beanbag Chair and Ottoman Set. This irresistible kids' chair set pairs the cuddly Bear Beanbag—complete with soft ears—with a matching ottoman for a perfect balance of playfulness and practicality.</p>
<p>Made from OEKO-TEX® certified teddy fabric, the kids beanbag offers a cozy, supportive seat for reading, relaxing, or daydreaming. The ottoman doubles as a footrest, seat, or play surface—easy to move and endlessly versatile.</p>
<p>Handmade in the EU with high-quality materials, this set brings warmth, comfort, and a touch of magic to any bedroom or playroom. A timeless addition to your children’s furniture collection.</p>",Wigiwama,Beanbag Chair,"bear beanbag, bundle, guava, seating, teddy",TRUE,Title,Default Title,,,,,W599540,7000,,0,deny,manual,250.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Bear_guava.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
terrazzo-marble-beanbag-chair-and-ottoman-set,Terrazzo Marble Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, marble, original beanbag, seating, square ottoman, terrazzo",TRUE,Title,Default Title,,,,,W599441,8000,,0,deny,manual,352.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Terrazzo_marble.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
terrazzo-moss-beanbag-chair-and-ottoman-set,Terrazzo Moss Beanbag Chair and Ottoman Set,"<p>The Wigiwama Beanbag Chair and Ottoman Set is the perfect duo for stylish, child-friendly comfort. This kids' chair set includes our signature beanbag chair and matching ottoman—both lightweight, soft, and easy to move.</p>
<p>The kids beanbag offers clean lines and plush support, creating a cozy corner for reading, relaxing, or play. The versatile ottoman works as a footrest, extra seat, or playful surface, making it a must-have companion for any beanbag chair.</p>
<p>Crafted from OEKO-TEX® certified materials and handmade in the EU, these pieces bring together thoughtful design and responsible production. Ideal for bedrooms, playrooms, or cozy nooks, this set blends style, function, and comfort all in one.</p>",Wigiwama,Beanbag Chair,"bundle, moss, original beanbag, seating, square ottoman, terrazzo",TRUE,Title,Default Title,,,,,W599458,8000,,0,deny,manual,352.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0995/7378/files/Bundle_Terrazzo_moss.webp?v=1748956416,1,FALSE,,,,,,,,,,,,,,,,,,,
